episod,total_reward
115,4.012411767972949
116,20.749621677392177
117,15.609980644412445
118,-2.645941861936784
119,-7.041178877143501
120,-6.679441184430381
121,-1.900428663165691
122,10.03258324000874
123,22.18637469028483
124,8.465626607605085
125,18.443268612445674
126,17.39221270112458
127,16.45440139063121
128,10.581578635628226
129,13.39564779360623
130,2.3874332226279265
131,-3.363791120738764
132,-11.716494125446193
133,-0.3541691795010671
134,-5.410342635926979
135,0.39186621301816515
136,-1.5280670638483116
137,15.431117163648722
138,0.37172196298312343
139,10.46882943663152
140,-3.5382210602374435
141,8.637280777539566
142,6.840871641401193
143,6.100987334387433
144,-4.360826894020919
145,4.179319774065327
146,-19.53486616452657
147,-18.94926828001224
148,-14.658817115447556
149,-20.01787299659302
150,-1.1789123708621645
151,-21.182068254177842
152,-21.056454614260723
153,-50.51123166481668
154,-35.345317494814154
155,-52.35053395917268
156,-65.01823415884863
157,-41.62579270690517
158,-32.76041707468816
159,-39.01841848799407
160,-98.40265278299265
161,-28.675695787628005
162,-29.513886311120302
163,-74.49254378796726
164,-8.345447136343495
165,-17.610078792240042
166,-138.3552139004047
167,-32.96780109417702
168,-7.4846593473363825
169,-12.850938856990734
170,-9.176481215462182
171,-28.916103197305134
172,-18.038464088344874
173,16.074566533489733
174,-42.27103028754998
175,14.788468508177523
176,-152.78180146335598
177,-108.93092012806653
178,-137.71501969287183
179,-142.15210136314872
180,-13.999515994458227
181,4.563419151271415
182,11.95342403426099
183,5.753866635982355
184,13.260822595665317
185,9.16760053225407
186,8.95935330225911
187,6.463434269256453
188,5.251346560100011
189,15.538493000980552
190,13.104896219873378
191,10.070652059886296
192,10.9334185947314
193,10.843280221991076
194,3.094018526941266
195,12.250404389315388
196,10.730030841244762
197,5.0243696219118945
198,-10.292777672971752
199,-5.2401323261576245
200,3.7076693218391377
201,-30.51217252937257
202,-8.227453171308927
203,-4.98378088408953
204,-31.03778255492808
205,-16.244120242663193
206,2.580146314457071
207,3.814257905571367
208,-52.63836431473999
209,-33.5880230801604
210,-7.551815398420622
211,3.733325259230373
212,-1.8188197963625754
213,-50.304809355707846
214,6.368664636141293
215,2.276243150718461
216,-22.326510377095598
217,-1.3142405638374761
218,-32.567864482046666
219,1.5800030755777925
220,-55.96145640094599
221,-17.67212041725444
222,-8.340413793859273
223,-42.34035792856295
224,-32.068001588729466
225,10.749808268200233
226,-32.87373860679132
227,1.7055228480056783
228,-7.2355242036706375
229,-14.702336470004937
230,-13.893136986309756
231,-0.030864139652718947
232,0.15518613297929917
233,-21.382450803983783
234,-16.95856803823441
235,-7.0868183552167885
236,-8.695544253006364
237,-7.585659868822319
238,-6.186997411494875
239,-9.129696504169562
240,-7.844318531618772
241,-40.05005814593176
242,-24.80721045193017
243,-41.63135918512341
244,-5.5035628548020625
245,-20.114671835795033
246,-0.4385792184647386
247,-52.083853783782835
248,-20.612285554570025
249,-11.437048928278582
250,-16.682089094820252
251,-1.8279840087600618
252,-9.652869958900741
253,-26.096382052865867
254,-8.28931779955018
255,-11.037023904191823
256,-4.439453436874675
257,1.0662675790837746
258,-9.37080896841793
259,-7.830813745196636
260,-1.310203677617551
261,1.450687882290488
262,2.0514029719711857
263,-8.59164981327186
264,-2.3567132485466615
265,-6.549729978902604
266,-14.331255752388046
267,-9.326682500172083
268,-9.358093491885095
269,-5.552799334034411
270,0.6475331711214771
271,-2.5371658272490976
272,-31.21367570061941
273,-16.384073719289418
274,-8.133942302066902
275,-14.281014746503903
276,-5.144241268887399
277,-8.79730783670679
278,-2.1155805188185965
279,4.663311997752405
280,-3.7661395674702938
281,2.576131044578883
282,3.0514545827853787
283,-14.288105874597804
284,-4.750850942694122
285,-5.081781432585689
286,-3.031803623509685
287,-6.845803150163174
288,-7.123760067647215
289,-0.0372744810834007
290,-8.745494582355658
291,-6.821494438369239
292,-0.8130186136716375
293,-1.9429812721889128
294,1.387886950385358
295,-1.691112031758479
296,-0.4449653783267209
297,-9.5403821876661
298,0.7837876121353631
299,-3.3596037494810744
300,1.2258701745905967
301,1.0972154665213836
302,-7.134578274088231
303,-4.84038478385402
304,1.7241869130059762
305,-9.60640184865701
306,-4.48725692410552
307,-3.4505024732243292
308,-6.909131835735444
309,-1.8698761240654953
310,-9.028274903382014
311,-0.4716610990518575
312,-11.888930568475736
313,-4.171639490665534
314,-4.101964922875204
315,-2.598422264006457
316,-3.7332473890721722
317,-7.807740218077029
318,-2.3914135017476745
319,-3.656878356416641
320,-2.752870926522565
321,-2.586929145212366
322,-8.582423776767723
323,-7.571902449235441
324,-3.5895050817788743
325,-7.292017078031339
326,-2.029587292128017
327,-3.4517093886273855
328,-8.135245977537565
329,-8.334567734087646
330,-4.319888162586867
331,-8.996954965395162
332,-3.830201251932582
333,-2.075132314450851
334,-4.640209083860473
335,-9.72785713721651
336,-5.687697144452123
337,-1.2365436610311846
338,-8.104720741417724
339,-5.497634442264038
340,-15.09656933254993
341,-3.488541655097393
342,1.6666830390717493
343,-1.289973456980558
344,-13.136371742286196
345,-5.463909987915731
346,-11.205294679272242
347,-9.65179964503617
348,-6.176554208531822
349,-13.13130551173921
350,-17.457267797830248
351,-1.4910975994829272
352,-13.722943457080486
353,-8.790138990823362
354,-0.2650249784856875
355,-15.31151111731391
356,-12.139621946940677
357,-2.3369835919191164
358,1.4355571374735625
359,-2.5122158519535773
360,-16.629418182047576
361,-21.734256909889524
362,-6.9844069557066035
363,-4.368424745905765
364,2.1106398706907292
365,1.9008631550167312
366,-10.469939676054189
367,-0.8785751157709392
368,0.980119944751431
369,-6.120801986385612
370,-11.059456550773703
371,-4.851557945533379
372,-4.102078353419142
373,-0.2761340071576939
374,-2.628603453382876
375,-1.8301750065496591
376,-9.909036836906552
377,-2.103251139090853
378,-8.220134851633434
379,-3.774037842851822
380,-2.8362741717392517
381,-9.423088100278228
382,-0.42157559889532337
383,0.2991323772286094
384,-1.3061324136462176
385,-1.001189468982897
386,-1.5159260507425891
387,0.6389741518503271
388,-1.0431296509375105
389,0.3980956661438846
390,-4.06420756126856
391,-8.448727537323672
392,-0.6733731195936699
393,5.447842387012397
394,-5.700832262017807
395,-3.5386658852885624
396,2.351215954891046
397,-1.9740601001676055
398,21.82456629061472
399,-8.462624529344843
400,-8.460179968345834
401,12.603363207138681
402,15.06909538472955
403,-1.8832452457347024
404,10.757621480007963
405,-12.161098476896235
406,3.650343465523232
407,11.972085389391136
408,3.82146987717309
409,7.426337370169669
410,-5.3220606980820016
411,24.399389242713212
412,11.482098507692612
413,39.32053813675925
414,20.372656015638974
415,1.3914448543387472
416,4.067750283180743
417,35.80464802910352
418,28.695559239867883
419,43.08342469627159
420,26.614611835383208
421,11.001454492701104
422,29.228891785860263
423,10.046682186195117
424,11.43281049772067
425,44.927476933149165
426,-5.799729214781676
427,3.427458540899881
428,27.6802937233072
429,4.196872308567777
430,1.5415608654511583
431,5.340439274992974
432,16.189024173192017
433,11.48068425100793
434,46.81527153410326
435,4.891449867116819
436,4.2290442850266174
437,-3.26185697855235
438,-3.8188164060575414
439,8.259067368521581
440,2.6107411865956927
441,-0.655509872743611
442,23.611455173892054
443,-73.90817958357911
444,-18.272368042077733
445,20.64648374055069
446,-13.547255088352191
447,-17.75717397443104
448,13.841008085996833
449,13.304389126668106
450,30.644442638962744
451,3.0811504112539474
452,33.98780651792116
453,50.4089756225265
454,3.200660703246477
455,-16.235048272056854
456,-1.1738507052500786
457,-5.178506966053419
458,-8.90410984747264
459,17.629552371256096
460,12.959800313104552
461,-140.99693715884848
462,12.987428341698703
463,-14.711779558954145
464,-128.18803589091965
465,-2.7655938443448047
466,-70.18685768552652
467,-95.18912574120853
468,-207.01502805970466
469,-203.978712434876
470,3.264060478644149
471,11.753907315742715
472,14.791826871764375
473,21.91340858552434
474,25.205720137653262
475,25.76419480489605
476,-15.51274593929616
477,16.584559661976567
478,24.50181014578606
479,19.984564960717794
480,10.427468857587492
481,20.75156201796145
482,26.513211569580502
483,32.56454083633002
484,27.9245854698256
485,27.19478101595768
486,32.51653455529663
487,23.75926148034511
488,33.017572082653444
489,31.757584517198346
490,25.843288225660032
491,30.66781253703499
492,17.61927661451512
493,17.210944816777364
494,11.72903895692954
495,24.858932252442926
496,35.6022125472476
497,29.379500959562037
498,31.662171501509306
499,29.771308621010895
500,28.249875455056298
